"","obs_number","time","ID","date_time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","date","hour","weekday","week_of_year"
"19305",479674,"10:40:31","1",2014-04-29 10:40:31.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,10,"Tuesday",17
"19306",479733,"12:53:23","1",2014-04-29 12:53:23.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,12,"Tuesday",17
"19307",479734,"12:57:52","1",2014-04-29 12:57:52.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,12,"Tuesday",17
"19308",479745,"13:10:24","1",2014-04-29 13:10:24.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,13,"Tuesday",17
"19309",479747,"13:10:34","1",2014-04-29 13:10:34.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,13,"Tuesday",17
"19310",479813,"15:48:16","1",2014-04-29 15:48:16.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,15,"Tuesday",17
"19311",479814,"16:32:03","1",2014-04-29 16:32:03.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,16,"Tuesday",17
"19312",479828,"17:03:01","1",2014-04-29 17:03:01.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,17,"Tuesday",17
"19313",479857,"19:33:28","1",2014-04-29 19:33:28.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19314",479858,"19:34:45","1",2014-04-29 19:34:45.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19315",479859,"19:36:14","1",2014-04-29 19:36:14.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19316",479860,"19:36:55","1",2014-04-29 19:36:55.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19317",479861,"19:37:03","1",2014-04-29 19:37:03.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19318",479862,"19:37:25","1",2014-04-29 19:37:25.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19319",479869,"19:40:23","1",2014-04-29 19:40:23.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19320",479874,"19:45:17","1",2014-04-29 19:45:17.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19321",479876,"19:46:46","1",2014-04-29 19:46:46.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,19,"Tuesday",17
"19322",479892,"21:55:14","1",2014-04-29 21:55:14.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,21,"Tuesday",17
"19323",479920,"22:59:43","1",2014-04-29 22:59:43.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,22,"Tuesday",17
"19324",479921,"23:04:43","1",2014-04-29 23:04:43.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,23,"Tuesday",17
"19325",479922,"23:21:41","1",2014-04-29 23:21:41.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,23,"Tuesday",17
"19326",479923,"23:27:28","1",2014-04-29 23:27:28.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,23,"Tuesday",17
"19327",479924,"23:27:40","1",2014-04-29 23:27:40.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,23,"Tuesday",17
"19328",479925,"00:41:58","1",2014-04-30 00:41:58.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,0,"Wednesday",18
"19329",479926,"09:44:48","1",2014-04-30 09:44:48.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,9,"Wednesday",18
"19330",479928,"09:45:08","1",2014-04-30 09:45:08.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,9,"Wednesday",18
"19331",480017,"14:02:27","1",2014-04-30 14:02:27.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,14,"Wednesday",18
"19332",480097,"18:19:00","1",2014-04-30 18:19:00.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,18,"Wednesday",18
"19333",480103,"18:20:39","1",2014-04-30 18:20:39.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,18,"Wednesday",18
"19334",480104,"18:31:26","1",2014-04-30 18:31:26.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,18,"Wednesday",18
"19335",480105,"18:42:17","1",2014-04-30 18:42:17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,18,"Wednesday",18
"19336",480112,"18:43:30","1",2014-04-30 18:43:30.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,18,"Wednesday",18
"19337",480113,"18:43:34","1",2014-04-30 18:43:34.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,18,"Wednesday",18
"19338",480156,"21:30:06","1",2014-04-30 21:30:06.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,21,"Wednesday",18
"19339",480165,"22:30:11","1",2014-04-30 22:30:11.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,22,"Wednesday",18
"19340",480166,"22:37:51","1",2014-04-30 22:37:51.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,22,"Wednesday",18
"19341",480167,"22:41:48","1",2014-04-30 22:41:48.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,22,"Wednesday",18
"19342",480185,"22:58:19","1",2014-04-30 22:58:19.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,22,"Wednesday",18
"19343",480253,"00:24:58","1",2014-05-01 00:24:58.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,0,"Thursday",18
"19344",480270,"00:54:32","1",2014-05-01 00:54:32.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,0,"Thursday",18
"19345",480585,"20:21:55","1",2014-05-01 20:21:55.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,20,"Thursday",18
"19346",480613,"21:11:09","1",2014-05-01 21:11:09.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,21,"Thursday",18
"19347",480670,"22:27:59","1",2014-05-01 22:27:59.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,22,"Thursday",18
"19348",480696,"23:36:49","1",2014-05-01 23:36:49.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,23,"Thursday",18
"19349",480697,"23:38:38","1",2014-05-01 23:38:38.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,23,"Thursday",18
"19350",480708,"23:49:20","1",2014-05-01 23:49:20.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,23,"Thursday",18
"19351",480719,"00:03:46","1",2014-05-02 00:03:46.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,0,"Friday",18
"19352",480762,"10:31:07","1",2014-05-02 10:31:07.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,10,"Friday",18
"19353",480774,"10:41:06","1",2014-05-02 10:41:06.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,10,"Friday",18
"19354",480820,"11:52:09","1",2014-05-02 11:52:09.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,11,"Friday",18
"19355",480885,"16:28:49","1",2014-05-02 16:28:49.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,16,"Friday",18
"19356",480935,"18:01:52","1",2014-05-02 18:01:52.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,18,"Friday",18
"19357",481051,"10:00:39","1",2014-05-03 10:00:39.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,10,"Saturday",18
"19358",481060,"10:07:33","1",2014-05-03 10:07:33.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,10,"Saturday",18
"19359",481082,"10:47:56","1",2014-05-03 10:47:56.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,10,"Saturday",18
"19360",481134,"14:05:20","1",2014-05-03 14:05:20.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,14,"Saturday",18
"19361",481136,"14:09:30","1",2014-05-03 14:09:30.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,14,"Saturday",18
"19362",481137,"14:22:53","1",2014-05-03 14:22:53.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,14,"Saturday",18
"19363",481138,"16:13:11","1",2014-05-03 16:13:11.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,16,"Saturday",18
"19364",481140,"16:13:24","1",2014-05-03 16:13:24.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,16,"Saturday",18
"19365",481141,"16:20:39","1",2014-05-03 16:20:39.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,16,"Saturday",18
"19366",481142,"16:40:54","1",2014-05-03 16:40:54.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,16,"Saturday",18
"19367",481143,"16:41:33","1",2014-05-03 16:41:33.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,16,"Saturday",18
"19368",481144,"17:02:44","1",2014-05-03 17:02:44.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,17,"Saturday",18
"19369",481176,"20:21:51","1",2014-05-03 20:21:51.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,20,"Saturday",18
"19370",481178,"20:22:18","1",2014-05-03 20:22:18.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,20,"Saturday",18
"19371",481179,"20:23:40","1",2014-05-03 20:23:40.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,20,"Saturday",18
"19372",481180,"20:25:12","1",2014-05-03 20:25:12.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,20,"Saturday",18
"19373",481181,"20:27:46","1",2014-05-03 20:27:46.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,20,"Saturday",18
"19374",481182,"20:53:23","1",2014-05-03 20:53:23.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,20,"Saturday",18
"19375",481183,"21:09:57","1",2014-05-03 21:09:57.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,21,"Saturday",18
"19376",481184,"21:16:05","1",2014-05-03 21:16:05.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,21,"Saturday",18
"19377",481186,"21:16:17","1",2014-05-03 21:16:17.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,21,"Saturday",18
"19378",481190,"21:16:38","1",2014-05-03 21:16:38.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,21,"Saturday",18
"19379",481270,"11:05:57","1",2014-05-04 11:05:57.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,11,"Sunday",18
"19380",481271,"11:16:40","1",2014-05-04 11:16:40.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,11,"Sunday",18
"19381",481359,"16:36:39","1",2014-05-04 16:36:39.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,16,"Sunday",18
"19382",481360,"16:42:07","1",2014-05-04 16:42:07.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,16,"Sunday",18
"19383",481361,"16:42:50","1",2014-05-04 16:42:50.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,16,"Sunday",18
"19384",481379,"16:54:15","1",2014-05-04 16:54:15.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,16,"Sunday",18
"19385",481421,"00:20:30","1",2014-05-05 00:20:30.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,0,"Monday",18
"19386",700420,"10:26:32","1",2014-03-21 10:26:32.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.012,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,10,"Friday",12
"19387",700421,"10:26:36","1",2014-03-21 10:26:36.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.157,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,10,"Friday",12
"19388",700422,"10:26:44","1",2014-03-21 10:26:44.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.027,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,10,"Friday",12
"19389",700779,"21:38:12","1",2014-03-21 21:38:12.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.007,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,21,"Friday",12
"19390",700780,"21:38:16","1",2014-03-21 21:38:16.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.082,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,21,"Friday",12
"19391",700781,"21:38:24","1",2014-03-21 21:38:24.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.158,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,21,"Friday",12
"19392",700783,"21:38:41","1",2014-03-21 21:38:41.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.094,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,21,"Friday",12
"19393",700784,"21:38:44","1",2014-03-21 21:38:44.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.007,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,21,"Friday",12
"19394",700798,"09:13:59","1",2014-03-22 09:13:59.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.024,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,9,"Saturday",12
"19395",700799,"09:14:06","1",2014-03-22 09:14:06.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.025,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,9,"Saturday",12
"19396",700800,"09:14:14","1",2014-03-22 09:14:14.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.027,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,9,"Saturday",12
"19397",701230,"23:54:11","1",2014-03-23 23:54:11.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.201,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,23,"Sunday",12
"19398",701232,"23:54:35","1",2014-03-23 23:54:35.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.006,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,23,"Sunday",12
"19399",701233,"23:54:38","1",2014-03-23 23:54:38.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,23,"Sunday",12
"19400",701234,"23:54:47","1",2014-03-23 23:54:47.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.026,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,23,"Sunday",12
"19401",701411,"11:49:27","1",2014-03-24 11:49:27.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.008,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"19402",701412,"11:49:31","1",2014-03-24 11:49:31.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.018,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"19403",701413,"11:49:37","1",2014-03-24 11:49:37.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.019,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"19404",701514,"16:42:12","1",2014-03-24 16:42:12.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.011,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"19405",701515,"16:42:16","1",2014-03-24 16:42:16.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.025,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"19406",701516,"16:42:24","1",2014-03-24 16:42:24.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.025,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"19407",701900,"20:50:06","1",2014-03-25 20:50:06.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.009,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,20,"Tuesday",12
"19408",701901,"20:50:10","1",2014-03-25 20:50:10.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.055,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,20,"Tuesday",12
"19409",701902,"20:50:25","1",2014-03-25 20:50:25.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.98,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,20,"Tuesday",12
"19410",701903,"20:51:34","1",2014-03-25 20:51:34.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,20,"Tuesday",12
"19411",702144,"12:37:18","1",2014-03-26 12:37:18.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.125,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,12,"Wednesday",13
"19412",702145,"12:37:23","1",2014-03-26 12:37:23.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.038,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,12,"Wednesday",13
"19413",702146,"12:37:34","1",2014-03-26 12:37:34.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.012,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,12,"Wednesday",13
"19414",702292,"21:08:27","1",2014-03-26 21:08:27.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.035,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,21,"Wednesday",13
"19415",702293,"21:08:31","1",2014-03-26 21:08:31.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.023,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,21,"Wednesday",13
"19416",702294,"21:08:39","1",2014-03-26 21:08:39.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.098,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,21,"Wednesday",13
"19417",702671,"19:01:11","1",2014-03-27 19:01:11.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,19,"Thursday",13
"19418",702672,"19:01:18","1",2014-03-27 19:01:18.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.036,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,19,"Thursday",13
"19419",702673,"19:01:31","1",2014-03-27 19:01:31.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.163,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,19,"Thursday",13
"19420",702761,"00:15:58","1",2014-03-28 00:15:58.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.013,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,0,"Friday",13
"19421",702762,"00:16:04","1",2014-03-28 00:16:04.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.034,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,0,"Friday",13
"19422",702763,"00:16:19","1",2014-03-28 00:16:19.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.775,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,0,"Friday",13
"19423",702915,"18:15:11","1",2014-03-28 18:15:11.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.031,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,18,"Friday",13
"19424",702916,"18:15:17","1",2014-03-28 18:15:17.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.212,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,18,"Friday",13
"19425",702917,"18:15:37","1",2014-03-28 18:15:37.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.091,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,18,"Friday",13
"19426",702918,"18:15:59","1",2014-03-28 18:15:59.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,18,"Friday",13
"19427",703409,"17:38:51","1",2014-03-31 17:38:51.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.841,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,17,"Monday",13
"19428",703410,"17:39:17","1",2014-03-31 17:39:17.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.203,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,17,"Monday",13
"19429",703411,"17:39:19","1",2014-03-31 17:39:19.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.043,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,17,"Monday",13
"19430",703429,"17:52:34","1",2014-03-31 17:52:34.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.086,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,17,"Monday",13
"19431",703430,"17:52:40","1",2014-03-31 17:52:40.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.027,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,17,"Monday",13
"19432",703431,"17:52:48","1",2014-03-31 17:52:48.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.055,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,17,"Monday",13
"19433",703922,"13:00:16","1",2014-04-01 13:00:16.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.008,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,13,"Tuesday",13
"19434",703923,"13:00:19","1",2014-04-01 13:00:19.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.025,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,13,"Tuesday",13
